anime_id,title,title_japanese,episodes,aired_from,tags,image_url,image_path
11013,Inu x Boku SS,妖狐×僕SS,12,2012-01-13,manga pg-13 - teen 13 or older davidproduct comedi supernatur romanc shounen,https://myanimelist.cdn-dena.com/images/anime/12/35893.jpg,posters/11013.jpg
2104,Seto no Hanayome,瀬戸の花嫁,26,2007-04-02,manga pg-13 - teen 13 or older gonzo comedi parodi romanc school shounen,https://myanimelist.cdn-dena.com/images/anime/13/58383.jpg,posters/2104.jpg
5262,Shugo Chara!! Doki,しゅごキャラ！！どきっ,51,2008-10-04,manga pg - children satelight comedi magic school shoujo,https://myanimelist.cdn-dena.com/images/anime/11/10645.jpg,posters/5262.jpg
721,Princess Tutu,プリンセスチュチュ,38,2002-08-16,origin pg-13 - teen 13 or older halfilmmak comedi drama magic romanc fantasi,https://myanimelist.cdn-dena.com/images/anime/13/32209.jpg,posters/721.jpg
12365,Bakuman. 3rd Season,バクマン。,25,2012-10-06,manga pg-13 - teen 13 or older j.c.staff comedi drama romanc shounen,https://myanimelist.cdn-dena.com/images/anime/6/41845.jpg,posters/12365.jpg
6586,Yume-iro Pâtissière,夢色パティシエール,50,2009-10-04,manga g - all age studiopierrot studiohibari kid school shoujo,https://myanimelist.cdn-dena.com/images/anime/12/21674.jpg,posters/6586.jpg
178,Ultra Maniac,ウルトラマニアック,26,2003-05-20,manga g - all age productionre magic comedi romanc school shoujo,https://myanimelist.cdn-dena.com/images/anime/8/53571.jpg,posters/178.jpg
2787,Shakugan no Shana II (Second),灼眼のシャナII –Second–,24,2007-10-05,light novel pg-13 - teen 13 or older j.c.staff action drama fantasi romanc school supernatur,https://myanimelist.cdn-dena.com/images/anime/10/18669.jpg,posters/2787.jpg
4477,Nodame Cantabile: Paris-hen,のだめカンタービレ 巴里編,11,2008-10-10,manga pg-13 - teen 13 or older j.c.staff music sliceoflif comedi romanc josei,https://myanimelist.cdn-dena.com/images/anime/4/11918.jpg,posters/4477.jpg
853,Ouran Koukou Host Club,桜蘭高校ホスト部,26,2006-04-05,manga pg-13 - teen 13 or older bone comedi harem romanc school shoujo,https://myanimelist.cdn-dena.com/images/anime/2/71992.jpg,posters/853.jpg
4814,Junjou Romantica 2,純情ロマンチカ2(に),12,2008-10-12,manga pg-13 - teen 13 or older studiodeen comedi drama romanc shounenai,https://myanimelist.cdn-dena.com/images/anime/6/38417.jpg,posters/4814.jpg
7054,Kaichou wa Maid-sama!,会長はメイド様!,26,2010-04-02,manga pg-13 - teen 13 or older j.c.staff comedi romanc school shoujo,https://myanimelist.cdn-dena.com/images/anime/6/25254.jpg,posters/7054.jpg
11123,Sekaiichi Hatsukoi 2,世界一初恋 2,12,2011-10-08,manga pg-13 - teen 13 or older studiodeen comedi drama romanc shounenai,https://myanimelist.cdn-dena.com/images/anime/8/34871.jpg,posters/11123.jpg
14227,Tonari no Kaibutsu-kun,となりの怪物くん,13,2012-10-02,manga pg-13 - teen 13 or older brain&#039;sbas sliceoflif comedi romanc school shoujo,https://myanimelist.cdn-dena.com/images/anime/4/39779.jpg,posters/14227.jpg
269,Bleach,BLEACH - ブリーチ -,366,2004-10-05,manga pg-13 - teen 13 or older studiopierrot action adventur comedi superpow supernatur shounen,https://myanimelist.cdn-dena.com/images/anime/3/40451.jpg,posters/269.jpg
59,Chobits,ちょびっツ,26,2002-04-03,manga pg-13 - teen 13 or older madhous sci-fi comedi drama romanc ecchi seinen,https://myanimelist.cdn-dena.com/images/anime/4/24648.jpg,posters/59.jpg
6045,Kimi ni Todoke,君に届け,25,2009-10-07,manga pg-13 - teen 13 or older productioni.g sliceoflif drama romanc school shoujo,https://myanimelist.cdn-dena.com/images/anime/7/17890.jpg,posters/6045.jpg
1735,Naruto: Shippuuden,ナルト- 疾風伝,500,2007-02-15,manga pg-13 - teen 13 or older studiopierrot action adventur comedi superpow martialart shounen,https://myanimelist.cdn-dena.com/images/anime/5/17407.jpg,posters/1735.jpg
210,Ranma ½,らんま1/2,161,1989-04-15,manga r+ - mild nuditi studiodeen sliceoflif comedi martialart fantasi,https://myanimelist.cdn-dena.com/images/anime/13/6441.jpg,posters/210.jpg
4224,Toradora!,とらドラ！,25,2008-10-02,light novel pg-13 - teen 13 or older j.c.staff sliceoflif comedi romanc school,https://myanimelist.cdn-dena.com/images/anime/13/22128.jpg,posters/4224.jpg
10030,Bakuman. 2nd Season,バクマン。2ndシーズン,25,2011-10-01,manga pg-13 - teen 13 or older j.c.staff comedi drama romanc shounen,https://myanimelist.cdn-dena.com/images/anime/3/34923.jpg,posters/10030.jpg
74,Gakuen Alice,学園アリス,26,2004-10-30,manga g - all age grouptac comedi school shoujo superpow,https://myanimelist.cdn-dena.com/images/anime/4/18118.jpg,posters/74.jpg
4722,Skip Beat!,スキップ・ビート！,25,2008-10-06,manga pg-13 - teen 13 or older halfilmmak comedi drama romanc shoujo,https://myanimelist.cdn-dena.com/images/anime/11/84022.jpg,posters/4722.jpg
14397,Chihayafuru 2,ちはやふる 2,25,2013-01-12,manga pg-13 - teen 13 or older madhous drama game josei school sliceoflif sport,https://myanimelist.cdn-dena.com/images/anime/6/47435.jpg,posters/14397.jpg
1557,Shounen Onmyouji,少年陰陽師,26,2006-10-03,light novel pg-13 - teen 13 or older studiodeen action magic fantasi supernatur demon histor shoujo,https://myanimelist.cdn-dena.com/images/anime/11/23852.jpg,posters/1557.jpg
10800,Chihayafuru,ちはやふる,25,2011-10-05,manga pg-13 - teen 13 or older madhous drama game josei school sliceoflif sport,https://myanimelist.cdn-dena.com/images/anime/3/35749.jpg,posters/10800.jpg
3731,Itazura na Kiss,イタズラなKiss,25,2008-04-05,manga pg-13 - teen 13 or older tmsentertain comedi romanc shoujo,https://myanimelist.cdn-dena.com/images/anime/10/19933.jpg,posters/3731.jpg
9513,Beelzebub,べるぜバブ,60,2011-01-09,manga pg-13 - teen 13 or older pierrotplu action comedi demon supernatur school shounen,https://myanimelist.cdn-dena.com/images/anime/3/28013.jpg,posters/9513.jpg
5835,Hanasakeru Seishounen,花咲ける青少年,39,2009-04-05,manga pg-13 - teen 13 or older studiopierrot drama romanc shoujo,https://myanimelist.cdn-dena.com/images/anime/6/22695.jpg,posters/5835.jpg
9863,SKET Dance,スケットダンス,77,2011-04-07,manga pg-13 - teen 13 or older tatsunokoproduct comedi school shounen,https://myanimelist.cdn-dena.com/images/anime/9/73974.jpg,posters/9863.jpg
7817,B-gata H-kei,B型H系,12,2010-04-02,4-koma manga r+ - mild nuditi halfilmmak tyoanim comedi romanc ecchi school seinen,https://myanimelist.cdn-dena.com/images/anime/4/75227.jpg,posters/7817.jpg
966,Crayon Shin-chan,クレヨンしんちゃん,0,1992-04-13,manga pg - children shin-eianim sliceoflif comedi ecchi school seinen,https://myanimelist.cdn-dena.com/images/anime/10/59897.jpg,posters/966.jpg
120,Fruits Basket,フルーツバスケット,26,2001-07-05,manga pg-13 - teen 13 or older studiodeen sliceoflif comedi drama romanc fantasi shoujo,https://myanimelist.cdn-dena.com/images/anime/4/75204.jpg,posters/120.jpg
957,Saiunkoku Monogatari,彩雲国物語,39,2006-04-08,light novel pg-13 - teen 13 or older madhous adventur fantasi comedi romanc histor drama,https://myanimelist.cdn-dena.com/images/anime/1/957.jpg,posters/957.jpg
21,One Piece,ONE PIECE,0,1999-10-20,manga pg-13 - teen 13 or older toeianim action adventur comedi superpow drama fantasi shounen,https://myanimelist.cdn-dena.com/images/anime/6/73245.jpg,posters/21.jpg
1974,Glass no Kamen (2005),ガラスの仮面 (2005),51,2005-04-06,manga g - all age tokyomovieshinsha drama shoujo,https://myanimelist.cdn-dena.com/images/anime/1/2043.jpg,posters/1974.jpg
857,Air Gear,エア・ギア,25,2006-04-05,manga r+ - mild nuditi toeianim action comedi ecchi shounen sport,https://myanimelist.cdn-dena.com/images/anime/11/18227.jpg,posters/857.jpg
1914,Saiunkoku Monogatari 2nd Season,彩雲国物語 第2シリーズ,39,2007-04-07,light novel pg-13 - teen 13 or older madhous adventur comedi drama fantasi histor romanc,https://myanimelist.cdn-dena.com/images/anime/5/73277.jpg,posters/1914.jpg
249,InuYasha,犬夜叉,167,2000-10-16,manga pg-13 - teen 13 or older sunris action adventur comedi histor demon supernatur magic romanc fantasi shounen,https://myanimelist.cdn-dena.com/images/anime/8/20483.jpg,posters/249.jpg
6645,Chu-Bra!!,ちゅーぶら!!,12,2010-01-04,manga pg-13 - teen 13 or older zexc ecchi comedi school seinen,https://myanimelist.cdn-dena.com/images/anime/1130/91352.jpg,posters/6645.jpg
5690,Nodame Cantabile Finale,のだめカンタービレ フィナーレ,11,2010-01-15,manga pg-13 - teen 13 or older j.c.staff comedi josei music romanc,https://myanimelist.cdn-dena.com/images/anime/4/20712.jpg,posters/5690.jpg
1571,Ghost Hunt,ゴーストハント,25,2006-10-04,novel pg-13 - teen 13 or older j.c.staff comedi horror mysteri shoujo supernatur,https://myanimelist.cdn-dena.com/images/anime/11/73908.jpg,posters/1571.jpg
11759,Accel World,アクセル・ワールド,24,2012-04-07,light novel pg-13 - teen 13 or older sunris action game sci-fi romanc school,https://myanimelist.cdn-dena.com/images/anime/8/38155.jpg,posters/11759.jpg
7674,Bakuman.,バクマン。,25,2010-10-02,manga pg-13 - teen 13 or older j.c.staff comedi drama romanc shounen,https://myanimelist.cdn-dena.com/images/anime/6/26138.jpg,posters/7674.jpg
1698,Nodame Cantabile,のだめカンタービレ,23,2007-01-12,manga pg-13 - teen 13 or older j.c.staff music sliceoflif comedi drama romanc josei,https://myanimelist.cdn-dena.com/images/anime/9/11986.jpg,posters/1698.jpg
14713,Kamisama Hajimemashita,神様はじめました,13,2012-10-02,manga pg-13 - teen 13 or older tmsentertain comedi demon supernatur romanc fantasi shoujo,https://myanimelist.cdn-dena.com/images/anime/3/85429.jpg,posters/14713.jpg
232,Cardcaptor Sakura,カードキャプターさくら,70,1998-04-07,manga pg - children madhous adventur comedi drama magic romanc fantasi school shoujo,https://myanimelist.cdn-dena.com/images/anime/8/60781.jpg,posters/232.jpg
233,Daa! Daa! Daa!,だぁ! だぁ! だぁ!,78,2000-03-28,manga g - all age j.c.staff comedi sci-fi shoujo,https://myanimelist.cdn-dena.com/images/anime/3/21166.jpg,posters/233.jpg
9656,Kimi ni Todoke 2nd Season,君に届け 2ND SEASON,12,2011-01-12,manga pg-13 - teen 13 or older productioni.g sliceoflif drama romanc school shoujo,https://myanimelist.cdn-dena.com/images/anime/8/27174.jpg,posters/9656.jpg
9926,Sekaiichi Hatsukoi,世界一初恋 TV,12,2011-04-09,manga pg-13 - teen 13 or older studiodeen comedi drama romanc shounenai,https://myanimelist.cdn-dena.com/images/anime/6/29763.jpg,posters/9926.jpg
2564,Code-E,CODE-E,12,2007-07-04,origin g - all age studiodeen comedi romanc school sci-fi sliceoflif,https://myanimelist.cdn-dena.com/images/anime/10/57435.jpg,posters/2564.jpg
3092,Junjou Romantica,純情ロマンチカ,12,2008-04-11,manga pg-13 - teen 13 or older studiodeen comedi drama romanc shounenai,https://myanimelist.cdn-dena.com/images/anime/7/8811.jpg,posters/3092.jpg
1579,Kiniro no Corda: Primo Passo,金色のコルダ ～primo passo～,25,2006-10-02,visual novel pg-13 - teen 13 or older yumetacompani comedi drama harem magic music romanc school shoujo,https://myanimelist.cdn-dena.com/images/anime/9/7228.jpg,posters/1579.jpg
32370,D.Gray-man Hallow,ディー・グレイマン ハロー,13,2016-07-05,manga r - 17+ (violenc & profanity) tmsentertain action adventur superpow demon shounen,https://myanimelist.cdn-dena.com/images/anime/12/80766.jpg,posters/32370.jpg
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,スーパーダンガンロンパ2.5 狛枝凪斗と世界の破壊者,1,2017-01-12,origin r - 17+ (violenc & profanity) lerch action mysteri horror psycholog,https://myanimelist.cdn-dena.com/images/anime/10/83150.jpg,posters/34152.jpg
153,Juuni Kokuki,十二国記,45,2002-04-09,novel pg-13 - teen 13 or older studiopierrot action adventur fantasi magic supernatur,https://myanimelist.cdn-dena.com/images/anime/6/50859.jpg,posters/153.jpg
27417,Diabolik Lovers OVA,DIABOLIK LOVERS OAD,1,2015-02-26,visual novel pg-13 - teen 13 or older productioni.g zexc harem school vampir shoujo,https://myanimelist.cdn-dena.com/images/anime/12/74238.jpg,posters/27417.jpg
1051,Ao no 6-gou,青の6号,4,1998-10-25,manga pg-13 - teen 13 or older gonzo action adventur mecha militari sci-fi,https://myanimelist.cdn-dena.com/images/anime/3/20750.jpg,posters/1051.jpg
12447,Ben-To Picture Drama,ベン・トー,6,2011-12-21,light novel pg-13 - teen 13 or older davidproduct comedi,https://myanimelist.cdn-dena.com/images/anime/13/34953.jpg,posters/12447.jpg
1381,Seikai no Monshou Special,星界の紋章 総集編,1,2000-04-07,light novel pg-13 - teen 13 or older sunris action militari romanc sci-fi space,https://myanimelist.cdn-dena.com/images/anime/9/2753.jpg,posters/1381.jpg
8022,Tegamibachi Gakuen,テガミバチ学園,25,2010-01-27,origin pg-13 - teen 13 or older studiopierrot comedi,https://myanimelist.cdn-dena.com/images/anime/4/19573.jpg,posters/8022.jpg
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,おにくだいすき! ゼウシくん「すてきなハンバーグ」,1,2016-02-10,origin g - all age dle comedi,https://myanimelist.cdn-dena.com/images/anime/3/78398.jpg,posters/32666.jpg
33775,Soul Buster,侍霊演武[ソウルバスター],12,2016-10-04,manga pg-13 - teen 13 or older studiopierrot action samurai,https://myanimelist.cdn-dena.com/images/anime/3/82256.jpg,posters/33775.jpg
14353,Death Billiards,デス・ビリヤード,1,2013-03-02,origin r - 17+ (violenc & profanity) madhous game mysteri psycholog drama thriller,https://myanimelist.cdn-dena.com/images/anime/11/48721.jpg,posters/14353.jpg
5235,Live On Cardliver Kakeru,ライブオン CARDLIVER 翔,51,2008-10-05,manga pg - children tmsentertain game fantasi,https://myanimelist.cdn-dena.com/images/anime/9/21028.jpg,posters/5235.jpg
26443,Triage X,トリアージX,10,2015-04-09,manga r+ - mild nuditi xebec action adventur ecchi shounen,https://myanimelist.cdn-dena.com/images/anime/8/73682.jpg,posters/26443.jpg
36847,Nanatsu no Bitoku,七つの美徳,10,2018-01-27,other r+ - mild nuditi bridg ecchi fantasi,https://myanimelist.cdn-dena.com/images/anime/9/89129.jpg,posters/36847.jpg
32561,Hai to Gensou no Grimgar Special,灰と幻想のグリムガル 「風呂の壁にかけた青春――one more センチメートル」,1,2016-03-16,light novel pg-13 - teen 13 or older a-1pictur comedi,https://myanimelist.cdn-dena.com/images/anime/11/78160.jpg,posters/32561.jpg
24275,Medamayaki no Kimi Itsu Tsubusu?,目玉焼きの黄身 いつつぶす？,4,2014-08-05,manga g - all age fanwork comedi seinen,https://myanimelist.cdn-dena.com/images/anime/9/62711.jpg,posters/24275.jpg
1811,Bounty Dog: Getsumen no Ibu,バウンティドッグ~月面のイブ~,2,1994-10-01,origin r - 17+ (violenc & profanity) animatefilm action sci-fi space,https://myanimelist.cdn-dena.com/images/anime/10/27945.jpg,posters/1811.jpg
9721,Aisai Nikki,愛妻日記,1,2010-12-22,visual novel rx - hentai g-lam hentai,https://myanimelist.cdn-dena.com/images/anime/11/36725.jpg,posters/9721.jpg
812,Chikyuu Shoujo Arjuna,地球少女アルジュナ,13,2001-01-09,origin pg-13 - teen 13 or older satelight adventur drama magic sci-fi,https://myanimelist.cdn-dena.com/images/anime/4/57253.jpg,posters/812.jpg
7791,K-On!!,けいおん!!,26,2010-04-07,4-koma manga pg-13 - teen 13 or older kyotoanim comedi music school sliceoflif,https://myanimelist.cdn-dena.com/images/anime/12/76121.jpg,posters/7791.jpg
747,Haru wo Daite Ita,春を抱いていた,2,2005-03-31,manga r+ - mild nuditi trinetentertain drama romanc yaoi,https://myanimelist.cdn-dena.com/images/anime/6/3718.jpg,posters/747.jpg
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,ポケモン3Dアドベンチャー2 ピカチュウの海底大冒険,1,2006-05-20,game pg - children olm adventur comedi fantasi kid,https://myanimelist.cdn-dena.com/images/anime/4/30543.jpg,posters/11009.jpg
8726,Soredemo Machi wa Mawatteiru,それでも町は廻っている,12,2010-10-08,manga pg-13 - teen 13 or older shaft comedi sliceoflif,https://myanimelist.cdn-dena.com/images/anime/9/25880.jpg,posters/8726.jpg
15813,Majokko Shimai no Yoyo to Nene,魔女っこ姉妹のヨヨとネネ,1,2013-12-28,manga g - all age ufot fantasi magic,https://myanimelist.cdn-dena.com/images/anime/5/53567.jpg,posters/15813.jpg
33462,Bernard-jou Iwaku.,バーナード嬢曰く。,12,2016-10-07,manga pg-13 - teen 13 or older creatorsinpack comedi school,https://myanimelist.cdn-dena.com/images/anime/11/81589.jpg,posters/33462.jpg
1586,Aoi Umi no Tristia,蒼い海のトリスティア,2,2004-04-23,visual novel pg - children ufot adventur mecha,https://myanimelist.cdn-dena.com/images/anime/2/18760.jpg,posters/1586.jpg
20057,Space☆Dandy,スペース☆ダンディ,13,2014-01-05,origin pg-13 - teen 13 or older bone sci-fi space comedi,https://myanimelist.cdn-dena.com/images/anime/4/56611.jpg,posters/20057.jpg
30347,Nanatsu no Taizai OVA,七つの大罪,2,2015-06-17,manga pg-13 - teen 13 or older a-1pictur action adventur supernatur magic fantasi shounen,https://myanimelist.cdn-dena.com/images/anime/6/76269.jpg,posters/30347.jpg
18893,Aoki Hagane no Arpeggio: Ars Nova,蒼き鋼のアルペジオ ‐アルス・ノヴァ‐,12,2013-10-08,manga pg-13 - teen 13 or older sanzigen action sci-fi seinen,https://myanimelist.cdn-dena.com/images/anime/6/56143.jpg,posters/18893.jpg
35334,ClassicaLoid 2nd Season,クラシカロイド 第2シリーズ,25,2017-10-07,origin pg-13 - teen 13 or older sunris music comedi,https://myanimelist.cdn-dena.com/images/anime/2/88678.jpg,posters/35334.jpg
36755,Juvenile Pornography The Animation,ジュヴナイル・ポルノグラフィ THE ANIMATION,1,2017-12-01,manga rx - hentai officetakeout hentai,https://myanimelist.cdn-dena.com/images/anime/6/88882.jpg,posters/36755.jpg
2199,Chirin no Suzu,チリンの鈴,1,1978-03-11,pictur book pg-13 - teen 13 or older sanrio adventur drama fantasi,https://myanimelist.cdn-dena.com/images/anime/11/80079.jpg,posters/2199.jpg
34561,Re:Creators,Re:CREATORS 〈レクリエイターズ〉,22,2017-04-08,origin r - 17+ (violenc & profanity) troyca action sci-fi fantasi,https://myanimelist.cdn-dena.com/images/anime/11/85469.jpg,posters/34561.jpg
238,Rekka no Honoo,烈火の炎,42,1997-07-19,manga pg-13 - teen 13 or older studiopierrot action adventur martialart shounen superpow,https://myanimelist.cdn-dena.com/images/anime/6/22466.jpg,posters/238.jpg
27989,Hibike! Euphonium,響け！ユーフォニアム,13,2015-04-08,novel pg-13 - teen 13 or older kyotoanim music school drama,https://myanimelist.cdn-dena.com/images/anime/6/72445.jpg,posters/27989.jpg
36838,Gintama.: Shirogane no Tamashii-hen,銀魂. 銀ノ魂篇,12,2018-01-08,manga pg-13 - teen 13 or older bandainamcopictur action sci-fi comedi histor parodi samurai shounen,https://myanimelist.cdn-dena.com/images/anime/12/89603.jpg,posters/36838.jpg
1200,Gun-dou Musashi,GUN道 MUSASHI,26,2006-04-09,origin pg-13 - teen 13 or older accproduct adventur samurai fantasi,https://myanimelist.cdn-dena.com/images/anime/3/28268.jpg,posters/1200.jpg
24031,Denki-gai no Honya-san,デンキ街の本屋さん,12,2014-10-02,manga pg-13 - teen 13 or older shin-eianim comedi seinen sliceoflif,https://myanimelist.cdn-dena.com/images/anime/2/65339.jpg,posters/24031.jpg
3975,Uchi no 3 Shimai,うちの3姉妹,141,2008-04-08,other g - all age toeianim daewonmedia comedi sliceoflif,https://myanimelist.cdn-dena.com/images/anime/3/7166.jpg,posters/3975.jpg
10935,Hourou Musuko Specials,放浪息子,2,2011-08-24,manga pg-13 - teen 13 or older aicclass drama school,https://myanimelist.cdn-dena.com/images/anime/7/30177.jpg,posters/10935.jpg
22273,Selector Infected WIXOSS,selector infected WIXOSS,12,2014-04-04,card game r - 17+ (violenc & profanity) j.c.staff game psycholog,https://myanimelist.cdn-dena.com/images/anime/13/70147.jpg,posters/22273.jpg
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,ゴクジョッ。~極楽院女子高寮物語~,12,2012-01-24,manga r+ - mild nuditi lmd comedi ecchi school seinen shoujoai,https://myanimelist.cdn-dena.com/images/anime/11/35659.jpg,posters/11769.jpg
10250,Ultra B,ウルトラ B,119,1987-04-05,manga g - all age shin-eianim comedi superpow,https://myanimelist.cdn-dena.com/images/anime/2/28227.jpg,posters/10250.jpg
15771,Saint☆Oniisan (Movie),聖☆おにいさん,1,2013-05-10,manga pg-13 - teen 13 or older a-1pictur comedi seinen sliceoflif,https://myanimelist.cdn-dena.com/images/anime/7/48723.jpg,posters/15771.jpg
8986,Supernatural The Animation,スーパーナチュラル・ザ・アニメーション,22,2011-02-23,other r - 17+ (violenc & profanity) madhous action demon horror supernatur,https://myanimelist.cdn-dena.com/images/anime/8/37135.jpg,posters/8986.jpg
3675,Andromeda Stories,アンドロメダ・ストーリーズ,1,1982-08-22,manga pg-13 - teen 13 or older toeianim action drama fantasi sci-fi space,https://myanimelist.cdn-dena.com/images/anime/8/75156.jpg,posters/3675.jpg
33337,ACCA: 13-ku Kansatsu-ka,ACCA 13区監察課,12,2017-01-10,manga r - 17+ (violenc & profanity) madhous mysteri polic drama fantasi seinen,https://myanimelist.cdn-dena.com/images/anime/3/83776.jpg,posters/33337.jpg
34350,Alice to Zouroku,アリスと蔵六,12,2017-04-02,manga pg-13 - teen 13 or older j.c.staff adventur mysteri seinen,https://myanimelist.cdn-dena.com/images/anime/2/84598.jpg,posters/34350.jpg
36982,Micchiri Neko,みっちりねこ,13,2018-01-04,web manga g - all age helo.inc comedi kid,https://myanimelist.cdn-dena.com/images/anime/7/89947.jpg,posters/36982.jpg
534,Slayers,スレイヤーズ,26,1995-04-07,light novel pg-13 - teen 13 or older e&amp;gfilm adventur comedi demon magic fantasi,https://myanimelist.cdn-dena.com/images/anime/6/19870.jpg,posters/534.jpg
32032,Seikaisuru Kado,正解するカド,12,2017-04-07,origin pg-13 - teen 13 or older toeianim sci-fi,https://myanimelist.cdn-dena.com/images/anime/3/85255.jpg,posters/32032.jpg
30694,Dragon Ball Super,ドラゴンボール超（スーパー）,131,2015-07-05,manga pg-13 - teen 13 or older toeianim action adventur comedi fantasi martialart shounen superpow,https://myanimelist.cdn-dena.com/images/anime/7/74606.jpg,posters/30694.jpg
14355,Yama no Susume,ヤマノススメ,12,2013-01-03,manga g - all age 8bit adventur sliceoflif comedi,https://myanimelist.cdn-dena.com/images/anime/7/75525.jpg,posters/14355.jpg
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,黒獣 [クロイヌ] ～気高き聖女は白濁に染まる～,4,2012-01-27,visual novel rx - hentai majin action fantasi hentai,https://myanimelist.cdn-dena.com/images/anime/7/33059.jpg,posters/11827.jpg
35240,Princess Principal,プリンセス・プリンシパル,12,2017-07-09,origin r - 17+ (violenc & profanity) acta studio3hz action mysteri histor,https://myanimelist.cdn-dena.com/images/anime/7/86768.jpg,posters/35240.jpg
10197,Nyanpire The Animation,にゃんぱいあ The Animation,12,2011-07-06,manga g - all age gonzo comedi supernatur vampir,https://myanimelist.cdn-dena.com/images/anime/11/46147.jpg,posters/10197.jpg
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,キラ☆キラ 5th Anniversary Live Anime KICK START GENERATION,1,2013-03-27,visual novel g - all age silverlink. music,https://myanimelist.cdn-dena.com/images/anime/13/41237.jpg,posters/15279.jpg
1587,Tenpou Ibun: Ayakashi Ayashi,天保異聞 妖奇士,25,2006-10-07,origin r - 17+ (violenc & profanity) bone supernatur demon histor,https://myanimelist.cdn-dena.com/images/anime/11/4452.jpg,posters/1587.jpg
10588,Persona 4 the Animation,ペルソナ4アニメーション,25,2011-10-07,game pg-13 - teen 13 or older aica.s.t.a. sci-fi adventur mysteri superpow supernatur school,https://myanimelist.cdn-dena.com/images/anime/4/29107.jpg,posters/10588.jpg
6922,Fate/stay night Movie: Unlimited Blade Works,劇場版 Fate/stay night: UNLIMITED BLADE WORKS,1,2010-01-23,visual novel pg-13 - teen 13 or older studiodeen action fantasi magic supernatur,https://myanimelist.cdn-dena.com/images/anime/9/80350.jpg,posters/6922.jpg
15211,Nazotoki-hime wa Meitantei♥,ナゾトキ姫は名探偵♥,6,2012-08-03,manga g - all age synergysp mysteri shoujo,https://myanimelist.cdn-dena.com/images/anime/10/42143.jpg,posters/15211.jpg
6702,Fairy Tail,フェアリーテイル,175,2009-10-12,manga pg-13 - teen 13 or older satelight a-1pictur action adventur comedi magic fantasi shounen,https://myanimelist.cdn-dena.com/images/anime/5/18179.jpg,posters/6702.jpg
34975,Marvel Future Avengers,マーベル フューチャー・アベンジャーズ,26,2017-07-22,other pg - children madhous action superpow kid,https://myanimelist.cdn-dena.com/images/anime/12/85994.jpg,posters/34975.jpg
19841,Super Seisyun Brothers,Super Seisyun Brothers -超青春姉弟s-,14,2013-09-14,web manga pg-13 - teen 13 or older aicplus+ comedi josei sliceoflif,https://myanimelist.cdn-dena.com/images/anime/2/53807.jpg,posters/19841.jpg
24641,Baku Ane: Otouto Shibocchau zo! The Animation,ばくあね 弟しぼっちゃうぞ! THE ANIMATION,1,2014-08-29,visual novel rx - hentai seven hentai,https://myanimelist.cdn-dena.com/images/anime/4/63429.jpg,posters/24641.jpg
24021,Sei Shoujo The Animation,聖娼女 THE ANIMATION,1,2014-07-25,visual novel rx - hentai officetakeout hentai,https://myanimelist.cdn-dena.com/images/anime/9/63419.jpg,posters/24021.jpg
5199,Seto no Hanayome Fan Disc,瀬戸の花嫁,2,,manga pg-13 - teen 13 or older gonzo comedi parodi school,https://myanimelist.cdn-dena.com/images/anime/13/22428.jpg,posters/5199.jpg
22225,Momo Kyun Sword,モモキュンソード,12,2014-07-09,light novel r+ - mild nuditi projectno.9 tri-slash comedi ecchi fantasi,https://myanimelist.cdn-dena.com/images/anime/2/64445.jpg,posters/22225.jpg
33274,Onara Gorou,おなら吾郎,13,2016-07-03,origin pg - children ilca comedi,https://myanimelist.cdn-dena.com/images/anime/2/79963.jpg,posters/33274.jpg
146,Kono Minikuku mo Utsukushii Sekai,この醜くも美しい世界,12,2004-04-02,origin r+ - mild nuditi gainax shaft sci-fi comedi drama magic romanc ecchi,https://myanimelist.cdn-dena.com/images/anime/10/21035.jpg,posters/146.jpg
21267,Go! Go! 575,ゴ～！ゴ～！ご～しちご～,4,2014-01-10,game pg-13 - teen 13 or older c2c lay-duc sliceoflif,https://myanimelist.cdn-dena.com/images/anime/12/75228.jpg,posters/21267.jpg
221,Mezzo Forte,メゾフォルテ,2,2000-05-25,origin rx - hentai arm action comedi hentai sci-fi,https://myanimelist.cdn-dena.com/images/anime/6/37391.jpg,posters/221.jpg
1483,Master Keaton,マスターキートン,24,1998-10-06,manga r - 17+ (violenc & profanity) madhous adventur mysteri,https://myanimelist.cdn-dena.com/images/anime/10/2817.jpg,posters/1483.jpg
32518,Shoujo kara Shoujo e...,少女から娼女へ...,2,2016-02-12,manga rx - hentai breakbottl hentai,https://myanimelist.cdn-dena.com/images/anime/11/78059.jpg,posters/32518.jpg
1640,Angel&#039;s Feather,エンジェルズフェザー Angel&#039;s Feather,2,2006-04-28,visual novel pg-13 - teen 13 or older venet sci-fi supernatur drama romanc fantasi shounenai,https://myanimelist.cdn-dena.com/images/anime/1/1640.jpg,posters/1640.jpg
